WordID,SentenceNr,WordNr,Target,GPT2_Surprisal,Entropy_x,GPT2_XL_Surprisal,Entropy_y,GPTNEO_1.3B_Surprisal,Entropy
23,1,25,have,3.1975330373077484,6.7587447,1.8887855122383272,5.241948,2.297695607950148,6.1744585
24,1,26,a,1.4682307920989457,4.7708306,0.9705001082130732,3.4753368,1.5922351147574716,4.264696
25,1,27,microphone,10.075661549962868,8.906864,8.255852806855337,7.4754257,10.71732852026592,7.7372966
26,1,28,or,3.598087848907717,5.421638,2.435372625529587,3.85456,2.685000014786051,4.5401497
27,1,29,speaker,3.890127271129399,6.707144,2.2054817037995758,5.134956,2.673582034153994,5.8942604
28,1,30,but,3.447995044849941,5.869082,3.6466396499125855,3.9934595,4.194826581971921,5.131227
29,1,31,you,5.999348504859772,6.069894,5.78398747950082,5.6688776,6.572075439991299,5.543792
30,1,32,can,0.4366823297353347,2.0874963,0.3922736054894075,1.7991832,0.5747905007233559,2.3305793
31,1,33,use,4.578951434491179,6.4738693,2.1610928035632986,6.489966,2.098067713368754,6.2044144
32,1,34,it,2.15196930880433,4.5448227,1.8943069309223937,3.7970903,2.214788418866416,4.0668097
33,1,35,to,0.6856228201072835,2.8757913,0.7618310168980025,2.4426885,1.011814176239073,2.633283
34,1,36,control,6.5021205166863725,7.4121084,3.0552344188784977,5.679876,3.654653096899321,6.782362
35,1,37,the,1.4653052868937178,4.675372,2.8524932033829007,4.3811965,2.9678758918467074,4.9792323
36,1,38,music,5.707311306916892,8.596593,2.4965050524100656,5.3398995,3.6899894468826897,6.6356387
37,1,39,on,4.682454895590852,5.97404,1.835817945944331,4.2473555,3.3421582217401733,5.4363613
38,1,40,your,0.9986887124444505,2.6358662,0.3029286149020311,1.5073414,0.291200053733551,1.4188482
39,1,41,phone,2.5598065443968845,4.589499,2.153983054548069,2.926217,2.615711603809425,3.3166394
40,1,42,You,7.593362375942917,5.1860085,10.81019564568905,4.4884114,8.736121492326388,5.7761793
41,1,43,can,0.5158502422646857,2.441477,0.8341579059155169,3.5605366,0.842822862166697,3.2942312
42,1,44,glance,13.118678569120998,6.6532636,12.195219250799449,5.7483044,12.912918889332698,5.2221456
43,1,45,at,1.3343051835709592,3.2937315,0.4150452958467499,1.6582569,0.5909521311278799,2.148609
44,1,46,the,1.7567122468269187,4.6808553,1.3967155032928655,2.4382021,1.4318427692104772,3.0542862
45,1,47,watch,3.5812120097471025,7.043182,1.6588096817961089,2.942409,1.6261537844326468,5.195541
46,1,48,face,4.173493601341612,5.8243256,2.687006703135941,3.5948234,4.812465635526768,5.207594
47,1,49,to,3.322272509755727,5.7532854,0.8165681515032244,2.7113721,2.102281832635513,4.313216
48,1,50,view,7.299370319683752,6.7075043,5.902742624394712,4.3436036,6.463724440922925,4.420386
49,1,51,the,2.959384352975119,7.4397078,2.506485209174943,4.661343,2.005337022183588,4.71684
50,1,52,artist,12.475205679160668,8.170386,14.329482052663852,3.5078351,10.574928706460447,5.708613
51,1,53,and,4.569347615343603,5.658736,3.357781574038288,4.5891604,3.312398669609745,4.7318254
52,1,54,title,8.464420022806676,8.213675,6.92774519539271,3.1216717,8.576957716840573,5.2014117
53,1,55,of,2.583150297298662,6.8917294,0.4713606097963062,2.538632,1.719282318738406,5.264059
54,1,56,a,3.5668338206986263,4.1514106,2.582887904501735,2.2894018,3.198888171322719,2.3428109
55,1,57,song,1.0799899550756356,4.551673,0.3522476838440964,1.5205247,0.5789280566577389,1.9002321
56,2,2,days,9.5437487478135,11.593887,5.425102440275888,10.18498,4.742903833395725,9.138218
57,2,3,later,1.3359015057893904,3.2186062,1.2641114191388667,2.585968,4.195624533306523,3.0874572
58,2,4,the,4.850137855332654,2.3873134,5.066344189364633,2.1907868,4.701980935941597,2.42577
59,2,5,British,8.249528834736957,11.317784,8.352193457472131,11.560738,7.647410156569355,11.678712
60,2,6,astronomer,16.19470286765976,8.927791,13.455432046530795,9.319405,12.330973961360623,9.22017
61,2,7,Richard,5.686225969571998,8.676257,5.412208294223001,6.64896,5.645717522087792,6.9986424
62,2,8,Carrington,8.888118999615449,9.365716,2.7060008185527638,7.165442,4.707398078615306,8.984216
63,2,9,was,3.1415533747248383,6.973855,4.178684074646504,6.460118,2.984677004305681,6.966915
64,2,10,observing,11.092623623731887,8.449,6.824817182910479,7.9227757,9.226675637829985,8.358897
65,2,11,the,1.5219311658364556,5.8245454,1.3694566805654405,4.7362523,1.4212540585157856,5.008233
66,2,12,interesting,16.348641900792035,9.908031,17.215265122505205,7.9615083,15.6179628630619,7.907826
67,2,13,sunspot,9.068666428768788,9.759325,8.926814390711064,7.777873,8.533403954470103,8.213695
68,2,14,group,9.5350418890947,9.182665,2.719792496172873,6.5369363,4.512735750587331,6.7064652
69,2,15,through,10.497791088213898,8.303943,8.599705675743195,5.5406957,11.229037244597723,6.92375
70,2,16,his,2.9638443340296527,4.737943,1.342745889338375,2.609583,1.5118694625959428,3.1342092
71,2,17,telescope,1.0305248553316182,5.5542974,0.5343367004512809,3.5410123,1.3237910954342522,6.2377424
72,2,18,when,4.594925813580849,4.1255374,2.336307050721464,3.4043295,3.2640847765883305,3.444381
73,2,19,he,0.7117017854394568,3.2086246,0.5946046539617027,2.5415857,0.9218757475219758,3.1113198
74,2,20,saw,3.2683081814167845,5.206485,2.859220458175338,4.8674865,2.3555300865469992,4.7095513
75,2,21,what,6.089735979107535,4.815967,4.932104346858113,4.2944856,4.208183107580407,3.6769164
76,2,22,he,1.6835713719100418,3.3388934,1.4229295454761448,2.8410938,1.5542012091828368,3.021871
77,2,23,described,4.285335966754485,3.5530064,2.1520406816985167,4.1411805,1.8571481730917436,4.000848
78,2,24,as,0.0788078209499906,0.52007973,0.1264481225601194,0.70493764,0.0864448321090192,0.5186177
79,2,25,two,6.608555137040717,3.546803,6.346763262269397,2.3089929,7.209518258292323,2.86955
80,2,26,patches,10.261683598746554,8.168133,10.732557197715812,6.322497,11.566301867981483,7.8136406
81,2,27,of,0.3508029291831146,2.2380495,0.2693752175024127,1.7032688,0.3811565941839452,2.2886603
82,2,28,intensely,12.233099407176065,7.9891276,9.611004189095956,6.5660005,10.590133256221163,6.7721024
83,2,29,bright,1.4169051780659272,5.1023674,0.8240755880841942,3.176791,1.125064978146347,3.9370592
84,2,30,and,5.899031986542932,6.3301597,5.31361841624589,5.381933,4.717272817099647,5.786349
85,2,31,white,6.438288916191506,8.785902,7.068428815793434,7.8058863,7.746979070772667,7.3785067
86,2,32,light,1.9989959707720877,6.941459,0.8109508058738979,4.0921063,0.584088835470696,3.2214386
87,2,33,over,6.816811247482569,7.108071,8.306342472381376,5.6670766,8.356349543661393,5.917785
88,2,34,the,0.93068414484705,3.9589212,0.7028281899394838,3.341016,0.8599892416588312,4.302029
89,2,35,sunspots,6.380115091338887,7.6244693,3.776492726607254,7.389874,2.888374934607372,6.9016504
90,2,36,He,14.257973313831362,4.9130273,14.10175696623973,2.3767488,14.013085387827084,2.8425298
91,2,37,jotted,13.78879462832795,7.757568,12.275072472043613,6.641934,12.253269708843623,6.985822
92,2,38,a,5.913589671743073,2.4255412,5.496457618691261,1.8731501,4.009161651196215,2.4260736
93,2,39,note,5.466386404023094,6.7172613,1.1225745919779335,3.8240697,0.7792044119195384,3.345282
94,2,40,in,3.7521984919799833,4.307059,3.461381337710939,4.368334,3.6602834448381993,3.8722534
95,2,41,his,0.7856659069421755,2.8556457,0.3412674732672112,1.3759681,0.2108369305927849,0.9802312
96,2,42,painstaking,21.022178918576497,5.787486,19.464009086010943,2.569945,16.488240832581116,3.3763752
97,2,43,record,10.037908449760836,5.676267,7.298284364541375,3.7561507,7.403891133963508,3.8023005
98,2,44,That,17.245578939222895,4.705041,15.48323751618601,3.2985198,20.730393307660226,2.6150556
99,2,45,night,2.9057690920596126,7.546173,4.391779024075959,6.8087244,2.6246907261741463,6.564173
100,2,46,there,7.646568975657471,5.2139406,7.896205883467542,4.911503,7.965243848458106,4.3605776
101,2,47,was,0.9857097690159576,2.4583712,0.7299294276571285,2.0772095,0.5723833113804354,1.889462
102,2,48,scarcely,10.48306839723637,4.543713,12.115381075155726,3.2984536,11.460557168085844,4.0482526
103,2,49,a,0.8947323106154683,2.8030248,0.8748460671361074,2.3953729,0.726136262812987,2.219762
104,2,50,square,11.766271648011095,8.41866,7.719758223815126,4.667126,8.880519136374796,6.583699
105,2,51,inch,1.9732692249505104,4.1584597,0.6707006053688094,3.0649192,0.8305904270784559,2.7039027
106,2,52,of,0.3522237537363791,1.8547229,0.1863599973960576,1.1396333,0.2444819816261899,1.3633344
107,2,53,earth,7.82225823755998,7.634381,6.017964386187592,4.9184613,7.389174748036439,4.0490317
108,2,54,that,5.956268447394206,5.01348,2.134666382962416,5.1462393,1.5890420161717784,5.4822817
109,2,55,was,2.166321084822837,5.2956886,0.6836354571118751,2.2491877,1.35239248043975,2.8252027
110,2,56,not,2.308162998497215,5.954689,0.1932045722740642,1.2710396,0.2019164649414057,1.3727472
111,2,57,illuminated,6.636831736111856,6.99783,3.0510528620019204,6.7880783,3.743708658668895,6.1843987
112,2,58,by,0.5820260925963173,2.6765554,1.2033074057362083,3.4911857,0.936713880746934,3.779766
113,2,59,aurora,11.171021958257644,4.4314384,12.148962817745588,2.7505798,11.96829223572779,4.17557
114,3,2,agree,11.873433838603992,11.117338,9.89968960360446,7.926249,10.065824133111144,7.2087474
115,3,3,that,3.073477866994468,4.0238385,2.6468763329143408,3.979185,2.829897829087983,3.7329748
116,3,4,California's,13.748516144669807,8.434017,12.807208292801544,8.053847,12.819184378969958,8.206031
117,3,5,three,10.99236922398254,10.66388,10.262046119342838,10.54486,10.280886442841604,10.813873
118,3,6,strikes,8.52589960442092,7.367083,5.521562646359421,4.94567,5.456486671797981,5.933247
119,3,7,and,4.58223386925533,6.5526447,6.463722662067712,1.9972245,4.261213777276567,3.5501344
120,3,8,you're,10.704183571238367,8.711525,0.7970697031291415,4.132568,0.2131361476338026,1.6305895
121,3,9,out,7.518692898908939,7.621107,0.0090512314793256,0.084284,0.0232343471371764,0.20516115
122,3,10,law,16.50789022137944,3.8454704,0.950343190847588,4.0283346,2.071422711695184,5.5345964
123,3,11,will,12.08836828075952,3.7858882,6.1637611191154775,4.7231174,5.039103737024364,4.8601584
124,3,12,be,3.058125736554868,6.7828445,2.958091408277027,6.5513463,2.3576127668307354,6.5038843
125,3,13,a,3.458229831613278,8.663032,1.9368291063531184,6.691597,2.220710165316294,6.9114957
126,3,14,financial,10.872842090939152,7.995391,11.654190744483566,7.647028,11.61476399279411,7.316026
127,3,15,disaster,3.4533576022457373,6.6835685,2.4656049684034143,4.014158,1.627035466268852,4.9690027
128,3,16,for,0.8013404947055466,2.766964,0.7306782427188556,2.3784833,0.9685007051363635,2.6359823
129,3,17,taxpayers,6.135860907023263,6.396379,5.923604845860122,6.294001,7.415850518328929,5.3838396
130,3,18,who,5.449151896086333,3.8609834,6.627844203602549,3.3447175,5.376399554831052,3.2257905
131,3,19,care,9.585233355824512,6.530071,10.845201973833714,5.3979406,8.446415583840718,5.786851
132,3,20,about,0.4173016494608828,2.0980399,0.2511606021451206,1.2967124,0.372684655713486,1.8510821
133,3,21,education,7.4785120595673105,7.2671027,7.5666915483881505,5.408223,5.570757628887535,7.1008573
134,3,22,and,1.8143713924619544,3.6873415,1.94279156912028,3.422525,2.3825005863537427,2.9419837
135,3,23,other,7.804358508007148,7.8263936,7.154636677420622,7.3946033,6.411931170228178,7.4168944
136,3,24,vital,5.51970629582166,6.9346952,5.397580220249513,4.6444526,5.413681652097282,5.997401
137,3,25,services,2.346551674817617,4.990489,2.5662022998726477,3.3580852,1.7026519816976806,4.186777
138,3,26,But,18.308083362291367,3.9441276,16.03316392823433,3.346177,15.925472388007748,2.9708385
139,3,27,it's,4.204601483718624,6.5891657,4.011027082848784,6.4311295,4.003868341813757,5.857232
140,3,28,far,7.749947116268931,6.07855,6.903579679343598,5.8480296,7.473569773846629,5.9624796
141,3,29,from,1.0437175289919018,2.8776288,1.8207586133535616,3.3953564,1.2524029765373763,2.9284453
142,3,30,clear,1.360637098316504,4.3568673,1.8530803894243488,4.340901,2.0030892759047565,3.998351
143,3,31,that,0.9970106011720395,3.4882815,0.4605776393823979,2.1551592,0.3920299609207868,1.9745642
144,3,32,the,2.735981558472836,7.6775055,2.1673821906529813,5.673964,2.250698184650148,6.590122
145,3,33,law,5.937287466155994,9.685987,2.5832248889402947,7.4779153,3.2096019824171598,8.01425
146,3,34,can,6.459103147672081,5.279292,5.290393106544001,2.9309368,6.908091405125465,3.6728442
147,3,35,even,8.441949773067083,5.7110476,5.322629288042982,4.456443,6.853521440824009,3.8790023
148,3,36,be,1.4051883842599022,5.683506,1.8222115597591635,4.535776,0.9018570489804154,3.3812501
149,3,37,credited,11.517234625411971,7.044802,13.027820817622668,4.5076036,14.898537367358896,5.001834
150,3,38,with,1.8782317408085865,2.526766,0.1877269046682747,0.82320064,0.5103809520377982,1.745569
151,3,39,a,5.180779149873938,7.040285,4.22669364919183,6.1500883,5.619044906770841,6.427646
152,3,40,reduction,5.437784132328547,8.073351,3.1453444481531294,6.17667,3.836276626727444,7.4864845
153,3,41,in,0.1465669823256928,0.8117049,0.0798177217017067,0.37460148,0.1282301875056718,0.5372128
154,3,42,crime,3.8284946941198887,7.610059,1.27655652802366,3.548772,2.2849331828751382,5.863704
155,3,43,in,4.44964552414755,3.9460387,4.965824525132746,3.5475512,4.751560033073942,3.79243
156,3,44,California,1.91897174090958,4.552119,0.6469309990134421,2.3113368,2.640871381967109,4.593859
157,3,45,While,13.677205372838946,3.6761363,12.825681995301457,3.150788,10.70360829937472,3.6318555
158,3,46,it's,3.216633825589537,7.373191,3.260399322253587,6.3526807,3.328414555487293,6.5436783
159,3,47,true,1.4556608114949308,5.2832923,0.6640147825336372,3.295996,0.4988248985675557,2.888552
160,3,48,that,0.1972815068325273,1.3442204,0.0900253622882357,0.65297216,0.0780046570087076,0.5664981
161,3,49,crime,5.633990682182629,7.4760675,6.047570666914351,5.93373,5.730972225693336,6.864276
162,3,50,declined,7.349012380198493,5.1464214,6.66856049185071,3.6748545,5.66947340651089,4.446265
163,3,51,in,1.828351157522708,5.0889673,1.6473141237686038,4.9409194,1.805519208252084,5.0192585
164,3,52,California,2.048386939074214,5.423013,1.2261985695395492,3.8789098,1.5722268104043282,4.684341
165,3,53,last,4.897524128101365,4.9768796,7.718528073831182,4.4309826,5.424795586113735,4.784172
166,3,54,year,0.0484554124271475,0.37468928,0.0191056126084603,0.1547905,0.0374860879995374,0.28737593
167,3,55,crime,16.12835716601866,3.316927,13.17262938203068,2.843976,10.71985282883034,2.9721494
168,3,56,also,6.963829238757891,5.944981,6.647137564009577,5.1137147,7.014826099203808,5.4202943
169,3,57,dropped,3.3136052710722765,4.6302443,3.549463170534132,4.0221553,3.2882362058108887,3.5385754
170,3,58,nationwide,5.505311870300684,5.1832814,3.660905049874438,3.6978881,4.7041744648324215,3.9897242
171,4,2,was,6.503637221050105,9.859391,6.868390274138764,9.960438,7.414500669333032,10.269084
172,4,3,in,5.844607329872109,9.394363,5.745151731057289,8.728251,5.255571909386733,8.557563
173,4,4,a,3.2088982345198,7.6990485,2.929246835460243,6.379207,2.889343856028169,5.782254
174,4,5,bad,6.396290355919551,9.721998,4.782530791295451,9.438049,4.099385866013478,9.0833435
175,4,6,temper,9.890903139008293,3.4382203,9.507831651877362,3.3426983,9.168656606690536,1.5238726
176,4,7,for,5.978977008803079,4.3838496,6.3563783861133,4.2230535,7.074203191232925,4.251083
177,4,8,she,10.90978111027872,6.752223,7.9828354560609345,4.846491,8.154941770885523,4.5509744
178,4,9,was,2.3530292529389483,6.7813396,2.306826161338776,6.0557766,2.057978651801019,4.0796967
179,4,10,mixing,14.175901485261909,9.02607,14.783842825256295,8.354696,13.47530047587003,8.383007
180,4,11,the,5.372808803064312,7.130787,4.298824701175194,7.2227335,3.563466357956591,6.9229617
181,4,12,Christmas,12.43784470172675,11.374604,12.54307675444566,10.098149,10.67832604906113,10.30639
182,4,13,puddings,11.465640948617962,8.842342,7.737806203575594,8.081,7.01502941176074,7.64434
183,4,14,in,4.424521919877757,3.948984,4.1185461847375855,4.767162,4.099125362872121,4.38926
184,4,15,the,2.3940278417255336,5.3519797,1.4375620274689105,4.400113,1.430236041419226,4.409661
185,4,16,kitchen,3.116222567755269,8.441514,2.516949619783515,8.121843,2.37491503413458,7.950078
186,4,17,and,2.6777598935327083,4.833258,2.743075960026456,4.5646634,2.2678946956862083,3.9222105
187,4,18,had,5.287920901244774,8.783512,4.9079887787328325,8.380348,3.907628998572697,7.5119095
188,4,19,been,4.686838230454509,6.8447523,4.766442343459939,7.887016,3.9795995275797065,7.2658224
189,4,20,drawn,12.42208441532448,8.541917,12.53012620288048,9.128199,12.530361660258729,8.728938
190,4,21,from,6.907692235940085,3.5161986,7.518714088784214,3.608044,8.23391113079946,3.2306519
191,4,22,them,9.250615622038127,4.528419,6.0983955045585,3.4725215,8.297095997727302,3.43437
192,4,23,with,5.082466206848257,4.6449513,5.558960560311584,4.5713887,4.589227389842672,5.0620923
193,4,24,a,2.211942455989721,7.604596,0.886614230988161,3.6630666,1.181738581630034,4.8045497
194,4,25,raisin,14.879932704919144,9.859735,16.676076086125818,7.4357347,14.79940576709809,7.539937
195,4,26,still,11.393745149673874,7.7785635,11.69417634332831,7.046488,13.345972728993605,5.82109
196,4,27,on,2.649009172961589,4.9976544,2.838190290322788,3.3987873,4.306263468243444,4.4584947
197,4,28,her,1.3735300710776437,2.8894808,1.5311252983058568,2.9099114,1.6795373910199498,2.439109
198,4,29,cheek,7.59207320491683,4.7949333,5.9318776111477165,5.097854,5.627902006889908,5.655342
199,4,30,by,7.470895250826946,2.5259554,5.681619242879538,2.4979408,8.192965689225817,2.3941767
200,4,31,Nana's,11.7769485442807,6.0552793,9.087158528548931,6.2624435,11.13798710821398,4.344013
201,4,32,absurd,13.779898042746886,11.159383,14.813110328019183,9.961407,14.118036459597972,10.566207
202,4,33,suspicions,11.96156171101371,9.502469,12.800716917281829,9.830279,13.5699766851668,9.087305
203,4,34,She,15.42312657932512,2.7453878,15.522672440470124,2.3939874,16.981176522223954,2.7308202
204,4,35,thought,7.078973212379333,7.260481,6.9595935458587945,7.15415,6.1475496423640505,6.6256294
205,4,36,the,4.224922870168634,5.4913793,4.427380488143272,5.4629054,3.46970905008258,5.2102995
206,4,37,best,7.471116706739597,10.601827,6.752215003851037,10.263731,6.831758811919981,9.373622
207,4,38,way,1.589661487680538,4.869532,1.6023397274833169,4.137792,2.0212452085722536,2.9719706
208,4,39,of,4.150340635462423,1.5141072,2.2378572558336662,2.1269462,3.1403019085793504,1.422071
209,4,40,getting,3.7937430632047695,8.250311,2.655925737065885,7.4952755,2.8843806525351887,7.14921
210,4,41,a,5.126650235338061,6.231936,6.785996666955882,3.8687568,7.0138071877895,2.440981
211,4,42,little,5.590646876261103,9.399319,5.836379189769099,8.935426,5.215441430959496,7.365668
212,4,43,quiet,10.537592463091409,9.983055,5.687721511874429,6.960907,7.304013295523849,7.252268
213,4,44,was,0.8304057017677372,3.5175505,1.326518599057151,4.313574,2.2644067920020228,5.8084126
214,4,45,to,0.3980429139523586,1.8520278,0.222838814032575,1.2833208,0.2742505737931301,1.4858327
215,4,46,take,4.606972676491624,8.133139,4.99991951436452,7.418645,5.079173233275725,7.698063
216,4,47,Nana,4.719143017708392,5.449587,4.546463466552707,5.115589,4.086971554352925,5.17853
217,4,48,to,3.0686033019598584,4.669312,2.6936149216255147,4.3969426,3.0310398074628546,4.9109945
218,4,49,the,1.5342423028377687,5.366895,1.997269780701508,4.7678137,1.4957064086134406,4.8929257
219,4,50,nursery,8.018596382736371,9.356243,7.763214838227364,10.138386,7.554752212197752,9.623177
220,4,51,for,4.499629161555009,5.0030107,4.308841894604157,4.12599,4.386891535923637,5.2182956
221,4,52,a,1.70251973468541,6.1507816,1.089996439663233,3.9021323,0.9822745647720008,3.6214454
222,4,53,moment,6.996053070637949,8.290068,8.587824549311314,7.3841295,6.944646393885124,6.8924026
223,4,54,but,7.10933354623467,5.038472,7.842021395909951,4.276846,5.955738302936732,5.778548
224,4,55,in,7.169685385016148,6.9036026,6.669681036098909,6.2284536,6.45921899925566,6.036128
225,4,56,custody,18.625781412162944,4.8697796,17.814886685826888,4.616396,18.972079833710712,4.4815564
226,4,57,of,5.278880884265277,6.981963,2.011275186306273,4.7488346,2.5966363190843804,6.1599584
227,4,58,course,9.817828605436514,6.407708,5.146915407261412,5.7006097,3.3817016592562568,5.3217316
228,5,2,Darling,18.087234530849805,9.881863,12.979394704170993,4.813796,14.352756676830262,4.35824
229,5,3,quivered,11.966037341704162,6.5037503,13.684139674915512,6.1706314,13.844735196250989,6.3084874
230,5,4,and,4.12324101584242,4.770223,3.6010290785289745,4.538458,3.913295700452179,4.3680916
231,5,5,went,6.923319590194278,8.019547,7.694866178430997,8.586506,6.870585063651962,8.502044
232,5,6,to,2.0496464792852227,5.06998,2.328178544669802,5.5369678,3.093141691629092,6.0588555
233,5,7,the,2.5289246772796936,7.2273164,2.108292953114986,6.277637,1.8267872290402023,5.288256
234,5,8,window,3.851510694495248,8.002368,3.844873576501757,7.914403,2.096865345568085,5.4748497
235,5,9,It,16.477570283515302,3.906761,18.626238065907128,3.1430614,17.81460806879096,2.83926
236,5,10,was,1.198634924221829,5.4113035,0.8006164090008389,4.0198383,0.6170263017729791,3.1383045
237,5,11,securely,17.304860191208732,8.187238,17.467029187443952,7.4142685,17.195732864240117,7.221468
238,5,12,fastened,6.545488460834063,5.669913,1.998525830208406,3.1753361,2.392827742554435,4.748651
239,5,13,She,13.739541555556473,4.502848,8.547003480853189,5.1477127,10.313929767443314,5.111196
240,5,14,looked,3.9215310559406857,7.5775886,4.091783866769852,7.6989965,4.661483942032604,6.773155
241,5,15,out,3.12762665195969,5.2986665,1.85688930768986,4.4450617,1.605619605907609,4.1245875
242,5,16,and,3.704326058952621,5.5357614,1.6649420030534712,4.693558,2.152397312427257,4.9723125
243,5,17,the,5.1065198699727405,5.739149,5.258893302766153,4.6368494,5.46749199292992,4.508994
244,5,18,night,7.552826576883835,9.938046,5.643963849556613,9.022591,6.058267106028608,9.730506
245,5,19,was,1.2787624754070217,5.4343915,0.6587336574483559,3.2538352,0.7005984131110818,3.7636073
246,5,20,peppered,17.42356132494954,7.923506,16.81339847847096,6.830068,15.4629378079778,7.1771207
247,5,21,with,0.2462324758087094,1.4999386,0.2010312996187057,1.2532606,0.1178924699031607,0.802176
248,5,22,stars,5.454431449361304,9.602865,0.4732071940783585,3.1917267,1.448954679955685,6.155658
249,5,23,They,8.307752195225094,7.10681,7.440680913811343,6.7722554,5.361174243442472,6.9802556
250,5,24,were,2.439056740589677,7.5306134,2.005228793470822,6.4151683,1.362642473612582,5.2654004
251,5,25,crowding,14.424468600825048,9.364854,13.986787239906269,8.851987,14.073534782801348,7.7879725
252,5,26,round,2.7611451418242234,5.1827264,4.645828114020805,5.702552,7.161908288195405,5.308011
253,5,27,the,2.088846594500694,5.9320536,1.1587885877154254,4.2802877,0.978316469752786,3.8607442
254,5,28,house,3.177229247705331,8.944961,4.421481498115852,8.628472,4.366673913261676,8.19096
255,5,29,as,7.333517002931583,7.3899612,6.038188503614903,6.852479,5.481578675401506,6.7285604
256,5,30,if,4.211316411917762,6.294806,1.1979965756229434,4.16165,1.4314250032056943,3.6976514
257,5,31,curious,12.319516528537983,6.3884974,11.225471801437092,4.7006865,10.152297729810186,5.4277635
258,5,32,to,5.2889789085184296,8.232229,0.7669501611480213,3.8603017,1.6564599384237255,5.5042195
259,5,33,see,0.3085919171844477,1.7176418,0.4998700293498191,2.6723068,0.908453398942496,3.557887
260,5,34,what,2.5081963132210814,6.3262243,3.1243908687578594,5.424905,1.676993358011198,4.371973
261,5,35,was,1.808584089588378,5.443147,1.4188178109060712,4.504335,1.6377079286910654,5.020645
262,5,36,to,5.755741573536629,5.2111716,5.680945775189448,3.9378743,6.844442880719728,3.773866
263,5,37,take,9.09695252930445,1.9042286,7.965470852114828,3.0864878,7.024772223706775,2.6558099
264,5,38,place,0.2984166537459156,1.7250293,0.1473864858880527,1.0616407,0.1104568602522575,0.6806387
265,5,39,there,7.317629114178287,6.627622,8.647514277894158,7.087018,6.590299220819685,6.2097445
266,5,40,but,9.167475287023413,7.100726,8.92689743882756,7.362698,8.783961419937375,6.4820185
267,5,41,she,3.3606539914883773,7.073111,2.968288366120396,6.729283,3.5535905906132905,6.7922626
268,5,42,did,3.5996033845368727,5.8045144,4.193071363061939,6.0909996,3.974249251733304,5.3144846
269,5,43,not,0.0774279368506422,0.6534683,0.0364362361605927,0.30908635,0.0140875511545373,0.12551127
270,5,44,notice,5.080646811925701,6.520871,5.021513492299497,5.9508033,6.051776890112348,5.980924
271,5,45,this,8.765556467935303,6.273762,7.156402843930911,5.8143563,7.696720918816641,5.3042035
272,5,46,nor,7.345391284111846,8.573373,5.750659228155482,6.9643784,9.423755215303446,5.7054524
273,5,47,that,6.618128496744169,4.319579,7.799298316699993,5.384696,6.299278681138119,4.0998464
274,5,48,one,6.224100517558663,6.64456,6.500581681431076,6.493724,5.777498840588285,7.050475
275,5,49,or,5.160773044749271,6.751812,5.567120700644847,5.440815,4.498578738110433,5.292226
